"female","cg","sc","hsg","mw","so","we","ne","exp1","exp2","exp3","wage"
0,1,0,0,1,0,0,0,5,0.25,0.125,11.115
0,0,1,0,1,0,0,0,14.5,2.1025,3.048625,11.856
1,1,0,0,1,0,0,0,8,0.64,0.512,19.296875
1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,7.125
0,0,1,0,1,0,0,0,26,6.76,17.576,31.70625
0,1,0,0,1,0,0,0,15,2.25,3.375,20.6625
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,23.15625
1,0,1,0,1,0,0,0,23,5.29,12.167,12.2142857142857
1,1,0,0,1,0,0,0,2,0.04,0.008,10.6875
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,8.55
0,1,0,0,1,0,0,0,16,2.56,4.096,20.5516666666667
1,0,0,1,1,0,0,0,6,0.36,0.216,10.33125
1,1,0,0,1,0,0,0,14,1.96,2.744,12.258363
0,1,0,0,1,0,0,0,18,3.24,5.832,21.375
0,0,1,0,1,0,0,0,10.5,1.1025,1.157625,24.9375
0,1,0,0,1,0,0,0,21,4.41,9.261,29.64
1,1,0,0,1,0,0,0,10,1,1,17.45625
1,0,1,0,1,0,0,0,33.5,11.2225,37.595375,4.275
1,0,1,0,1,0,0,0,5,0.25,0.125,10.6875
0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,7.8375
1,0,1,0,1,0,0,0,22.5,5.0625,11.390625,8.90625
0,1,0,0,1,0,0,0,6,0.36,0.216,17.634375
1,0,1,0,1,0,0,0,4,0.16,0.064,13.5375
0,1,0,0,1,0,0,0,10,1,1,21.375
0,0,0,1,1,0,0,0,24,5.76,13.824,13.9333333333333
0,0,0,1,1,0,0,0,7,0.49,0.343,8.90625
1,0,1,0,1,0,0,0,17.5,3.0625,5.359375,10.6875
0,0,1,0,1,0,0,0,27,7.29,19.683,23.15625
0,1,0,0,1,0,0,0,12,1.44,1.728,23.15625
1,0,1,0,1,0,0,0,7,0.49,0.343,14.9625
0,1,0,0,1,0,0,0,2,0.04,0.008,14.25
0,1,0,0,1,0,0,0,7,0.49,0.343,17.8125
1,1,0,0,1,0,0,0,16,2.56,4.096,16.6503333333333
0,0,0,1,1,0,0,0,12,1.44,1.728,5.7
1,0,1,0,1,0,0,0,18,3.24,5.832,24.9375
1,0,0,1,1,0,0,0,33,10.89,35.937,8.4531
0,1,0,0,1,0,0,0,27,7.29,19.683,10.6875
1,1,0,0,1,0,0,0,3,0.09,0.027,17.8125
0,1,0,0,1,0,0,0,4,0.16,0.064,6.47727272727273
0,0,1,0,1,0,0,0,12.5,1.5625,1.953125,4.88571428571429
0,1,0,0,1,0,0,0,4,0.16,0.064,17.8125
0,1,0,0,1,0,0,0,31,9.61,29.791,10.6875
0,0,1,0,1,0,0,0,21.5,4.6225,9.938375,12.46875
0,1,0,0,1,0,0,0,9,0.81,0.729,8.86666666666667
0,0,1,0,1,0,0,0,31,9.61,29.791,10.1785714285714
0,0,0,1,1,0,0,0,35,12.25,42.875,0.106875
0,1,0,0,1,0,0,0,10,1,1,18.525
1,0,0,1,1,0,0,0,6,0.36,0.216,6.16216216216216
0,0,0,1,1,0,0,0,6,0.36,0.216,4.88571428571429
0,0,1,0,1,0,0,0,25.5,6.5025,16.581375,6.65
0,0,1,0,1,0,0,0,31,9.61,29.791,7.125
0,0,0,1,1,0,0,0,9,0.81,0.729,12.825
0,0,1,0,1,0,0,0,19,3.61,6.859,13.68
1,0,0,1,1,0,0,0,30,9,27,7.19625
0,0,0,1,1,0,0,0,34,11.56,39.304,17.8125
0,1,0,0,1,0,0,0,31,9.61,29.791,17.278125
1,0,0,1,1,0,0,0,14,1.96,2.744,12.46875
0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,9.61875
0,0,0,1,1,0,0,0,6,0.36,0.216,8.55
0,0,1,0,1,0,0,0,26.5,7.0225,18.609625,13.5375
0,0,1,0,1,0,0,0,12.5,1.5625,1.953125,17.1
1,0,1,0,1,0,0,0,22.5,5.0625,11.390625,11.75625
0,1,0,0,1,0,0,0,4,0.16,0.064,24.225
1,1,0,0,1,0,0,0,23,5.29,12.167,13.89375
0,0,1,0,1,0,0,0,17.5,3.0625,5.359375,9.975
1,0,0,1,1,0,0,0,15,2.25,3.375,0.488571428571429
1,1,0,0,1,0,0,0,5,0.25,0.125,14.25
1,1,0,0,1,0,0,0,14,1.96,2.744,14.6808139534884
1,0,1,0,1,0,0,0,23.5,5.5225,12.977875,11.875
1,0,1,0,1,0,0,0,4,0.16,0.064,11.4
0,0,1,0,1,0,0,0,8,0.64,0.512,12.825
0,0,0,1,1,0,0,0,8,0.64,0.512,14.9127906976744
0,0,0,1,1,0,0,0,17,2.89,4.913,12.1125
0,0,1,0,1,0,0,0,23.5,5.5225,12.977875,9.61875
0,0,0,1,1,0,0,0,10,1,1,13.3
0,1,0,0,1,0,0,0,2,0.04,0.008,15.675
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,17.8125
1,0,0,1,1,0,0,0,21,4.41,9.261,14.9625
0,1,0,0,1,0,0,0,2,0.04,0.008,17.4166666666667
0,0,0,1,1,0,0,0,10,1,1,7.48125
1,0,0,1,1,0,0,0,12,1.44,1.728,7.4819625
1,0,0,1,1,0,0,0,7,0.49,0.343,6.10714285714286
0,1,0,0,1,0,0,0,3,0.09,0.027,10.33125
0,0,1,0,1,0,0,0,6.5,0.4225,0.274625,6.05625
1,1,0,0,1,0,0,0,2,0.04,0.008,12.825
0,0,1,0,1,0,0,0,6.5,0.4225,0.274625,10.6875
0,1,0,0,1,0,0,0,12,1.44,1.728,11.04375
0,0,0,1,1,0,0,0,33,10.89,35.937,14.4495
0,1,0,0,1,0,0,0,18,3.24,5.832,22.44375
1,0,1,0,1,0,0,0,7,0.49,0.343,7.125
0,0,1,0,1,0,0,0,6,0.36,0.216,9.61875
0,0,0,1,1,0,0,0,13,1.69,2.197,11.75625
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,4.58035714285714
1,1,0,0,1,0,0,0,7,0.49,0.343,12.825
1,0,0,1,1,0,0,0,10,1,1,14.25
0,0,0,1,1,0,0,0,25,6.25,15.625,17.8125
0,0,0,1,1,0,0,0,33,10.89,35.937,9.5
0,0,0,1,1,0,0,0,11,1.21,1.331,13.68
0,0,1,0,1,0,0,0,20,4,8,24.9375
0,1,0,0,1,0,0,0,3,0.09,0.027,11.75625
1,0,1,0,1,0,0,0,10.5,1.1025,1.157625,8.728125
1,0,0,1,1,0,0,0,28,7.84,21.952,14.82
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,10.1333333333333
0,1,0,0,1,0,0,0,3,0.09,0.027,14.25
1,0,1,0,1,0,0,0,17.5,3.0625,5.359375,11.4
1,1,0,0,1,0,0,0,12,1.44,1.728,16.997115
1,1,0,0,1,0,0,0,2,0.04,0.008,17.1
0,1,0,0,1,0,0,0,3,0.09,0.027,18.6833333333333
0,0,1,0,1,0,0,0,7,0.49,0.343,13.18125
1,1,0,0,1,0,0,0,12,1.44,1.728,4.275
1,0,0,1,1,0,0,0,10,1,1,10.33125
1,1,0,0,1,0,0,0,8,0.64,0.512,12.1125
0,0,1,0,1,0,0,0,13,1.69,2.197,19.59375
1,1,0,0,1,0,0,0,9,0.81,0.729,11.9383333333333
1,1,0,0,1,0,0,0,9,0.81,0.729,96.1875
0,0,1,0,1,0,0,0,17,2.89,4.913,14.25
1,0,1,0,1,0,0,0,13,1.69,2.197,13.5375
0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,6.26481818181818
0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,18.525
1,0,1,0,1,0,0,0,14,1.96,2.744,5.5575
0,1,0,0,1,0,0,0,31,9.61,29.791,9.5
0,0,1,0,1,0,0,0,13.5,1.8225,2.460375,11.7166666666667
0,0,0,1,1,0,0,0,7,0.49,0.343,6.84
0,0,1,0,1,0,0,0,20,4,8,12.46875
0,0,0,1,1,0,0,0,17,2.89,4.913,3.62357142857143
0,0,1,0,1,0,0,0,5,0.25,0.125,11.4
0,0,0,1,1,0,0,0,16,2.56,4.096,9.369375
1,0,0,1,1,0,0,0,10,1,1,8.55
0,1,0,0,1,0,0,0,21,4.41,9.261,12.718125
0,0,0,1,1,0,0,0,21,4.41,9.261,9.61875
1,1,0,0,1,0,0,0,6,0.36,0.216,26.521625
1,1,0,0,1,0,0,0,26,6.76,17.576,16.03125
0,0,0,1,1,0,0,0,32,10.24,32.768,8.90625
1,1,0,0,1,0,0,0,4,0.16,0.064,10.6875
0,0,0,1,1,0,0,0,12,1.44,1.728,7.8375
0,0,1,0,1,0,0,0,13,1.69,2.197,5.69088
1,0,1,0,1,0,0,0,11.5,1.3225,1.520875,11.4
0,0,0,1,1,0,0,0,8,0.64,0.512,11.5425
0,0,0,1,1,0,0,0,16,2.56,4.096,11.75625
0,0,0,1,1,0,0,0,27,7.29,19.683,12.46875
0,0,0,1,1,0,0,0,14,1.96,2.744,9.975
0,1,0,0,1,0,0,0,6,0.36,0.216,8.55
0,1,0,0,1,0,0,0,10,1,1,15.2475
1,0,1,0,1,0,0,0,25,6.25,15.625,11.67075
0,0,1,0,1,0,0,0,9,0.81,0.729,10.6875
1,0,1,0,1,0,0,0,16.5,2.7225,4.492125,9.36428571428572
0,0,1,0,1,0,0,0,7.5,0.5625,0.421875,7.53214285714286
1,1,0,0,1,0,0,0,2,0.04,0.008,9.633
1,0,1,0,1,0,0,0,15,2.25,3.375,17.8125
1,0,1,0,1,0,0,0,9,0.81,0.729,6.05625
0,0,1,0,1,0,0,0,7,0.49,0.343,1.78125
0,0,1,0,1,0,0,0,18,3.24,5.832,13.430625
0,1,0,0,1,0,0,0,23,5.29,12.167,18.7466666666667
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,16.328125
0,0,1,0,1,0,0,0,6,0.36,0.216,11.4
0,0,0,1,1,0,0,0,23,5.29,12.167,4.809375
1,0,1,0,1,0,0,0,20,4,8,17.8125
0,0,0,1,1,0,0,0,8,0.64,0.512,10.6875
1,0,0,1,1,0,0,0,9,0.81,0.729,7.125
0,0,0,1,1,0,0,0,15,2.25,3.375,5.34375
1,0,1,0,1,0,0,0,7,0.49,0.343,8.528625
0,0,1,0,1,0,0,0,8,0.64,0.512,11.561320754717
0,1,0,0,1,0,0,0,4,0.16,0.064,12.1125
1,0,0,1,1,0,0,0,7,0.49,0.343,7.125
1,0,0,1,1,0,0,0,12,1.44,1.728,10.6875
1,1,0,0,1,0,0,0,5,0.25,0.125,7.48125
0,0,1,0,1,0,0,0,5,0.25,0.125,5.928
1,0,0,1,1,0,0,0,6,0.36,0.216,7.8375
0,0,0,1,1,0,0,0,10,1,1,7.41
0,0,1,0,1,0,0,0,5,0.25,0.125,16.8229166666667
0,0,0,1,1,0,0,0,11,1.21,1.331,14.25
1,1,0,0,1,0,0,0,21,4.41,9.261,11.75625
0,0,1,0,1,0,0,0,11.5,1.3225,1.520875,13.8115384615385
0,0,1,0,1,0,0,0,11,1.21,1.331,17.8125
0,0,1,0,1,0,0,0,6.5,0.4225,0.274625,16.03125
0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,12.46875
0,0,1,0,1,0,0,0,30,9,27,12.46875
1,0,0,1,1,0,0,0,33,10.89,35.937,15.31875
1,1,0,0,1,0,0,0,2,0.04,0.008,12.0195652173913
1,1,0,0,1,0,0,0,6,0.36,0.216,13.29525
0,0,1,0,1,0,0,0,24.5,6.0025,14.706125,7.41
0,1,0,0,1,0,0,0,18,3.24,5.832,17.45625
1,1,0,0,1,0,0,0,19,3.61,6.859,15
0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,28.0928571428571
0,0,1,0,1,0,0,0,6,0.36,0.216,19.59375
1,0,0,1,1,0,0,0,8,0.64,0.512,7.8375
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,12.0333333333333
1,0,1,0,1,0,0,0,7,0.49,0.343,10.6875
1,1,0,0,1,0,0,0,6,0.36,0.216,11.4
1,1,0,0,1,0,0,0,19,3.61,6.859,14.2507125
0,1,0,0,1,0,0,0,3,0.09,0.027,4.5578625
1,0,0,1,1,0,0,0,12,1.44,1.728,11.4
1,0,0,1,1,0,0,0,7,0.49,0.343,5.69185714285714
0,0,1,0,1,0,0,0,13,1.69,2.197,10.4418103448276
1,0,0,1,1,0,0,0,12,1.44,1.728,10.6875
0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,23.75
0,0,1,0,1,0,0,0,8,0.64,0.512,34.734375
1,1,0,0,1,0,0,0,4,0.16,0.064,17.1
0,0,1,0,1,0,0,0,4,0.16,0.064,13.18125
1,0,0,1,1,0,0,0,33,10.89,35.937,4.617
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,2.03571428571429
0,0,1,0,1,0,0,0,25,6.25,15.625,17.8125
1,0,1,0,1,0,0,0,13.5,1.8225,2.460375,14.25
0,0,1,0,1,0,0,0,6,0.36,0.216,5.76333333333333
0,0,1,0,1,0,0,0,23,5.29,12.167,12.35
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,11.04375
0,1,0,0,1,0,0,0,2,0.04,0.008,8.90625
0,0,1,0,1,0,0,0,5,0.25,0.125,7.51363636363636
0,0,0,1,1,0,0,0,12,1.44,1.728,7.695
0,0,0,1,1,0,0,0,15,2.25,3.375,18.9136363636364
0,0,1,0,1,0,0,0,7,0.49,0.343,13.3
0,0,1,0,1,0,0,0,4,0.16,0.064,13.3
0,0,1,0,1,0,0,0,24.5,6.0025,14.706125,7.46428571428571
0,0,0,1,1,0,0,0,26,6.76,17.576,3.5625
1,1,0,0,1,0,0,0,17,2.89,4.913,23.86875
0,0,1,0,1,0,0,0,21,4.41,9.261,20.8314642857143
1,0,1,0,1,0,0,0,10.5,1.1025,1.157625,11.4
0,0,1,0,1,0,0,0,32,10.24,32.768,16.3875
0,1,0,0,1,0,0,0,8,0.64,0.512,5.34375
0,1,0,0,1,0,0,0,6,0.36,0.216,14.25
0,0,1,0,1,0,0,0,29,8.41,24.389,10.6875
1,0,1,0,1,0,0,0,6,0.36,0.216,3.17571428571429
0,0,1,0,1,0,0,0,5,0.25,0.125,19.59375
0,0,0,1,1,0,0,0,27,7.29,19.683,13.9333333333333
1,1,0,0,1,0,0,0,29,8.41,24.389,17.45625
1,0,0,1,1,0,0,0,17,2.89,4.913,12.825
1,1,0,0,1,0,0,0,3,0.09,0.027,14.428125
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,15.7677987804878
0,0,0,1,1,0,0,0,16,2.56,4.096,8.90625
1,0,0,1,1,0,0,0,6,0.36,0.216,8.90625
0,1,0,0,1,0,0,0,3,0.09,0.027,17.8125
0,0,0,1,1,0,0,0,27,7.29,19.683,14.82
0,1,0,0,1,0,0,0,7,0.49,0.343,16.328125
0,0,0,1,1,0,0,0,11,1.21,1.331,14.9625
0,0,0,1,1,0,0,0,13,1.69,2.197,14.9625
0,0,0,1,1,0,0,0,11,1.21,1.331,7.56607142857143
1,0,1,0,1,0,0,0,13,1.69,2.197,11.4
0,0,0,1,1,0,0,0,8,0.64,0.512,9.61875
0,0,1,0,1,0,0,0,19,3.61,6.859,15.675
1,0,0,1,1,0,0,0,8,0.64,0.512,4.75
0,1,0,0,1,0,0,0,11,1.21,1.331,11.04375
1,0,1,0,1,0,0,0,9,0.81,0.729,8.90625
1,0,1,0,1,0,0,0,29.5,8.7025,25.672375,9.61875
0,0,1,0,1,0,0,0,9,0.81,0.729,10.6875
1,0,1,0,1,0,0,0,7,0.49,0.343,10.6875
0,1,0,0,1,0,0,0,9,0.81,0.729,23.15625
0,1,0,0,1,0,0,0,18,3.24,5.832,17.1
1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,21.375
1,0,0,1,1,0,0,0,15,2.25,3.375,14.25
0,0,0,1,1,0,0,0,11,1.21,1.331,7.8375
1,1,0,0,1,0,0,0,29,8.41,24.389,18.525
0,1,0,0,1,0,0,0,22,4.84,10.648,19.125
1,1,0,0,1,0,0,0,5,0.25,0.125,12.453781512605
1,1,0,0,1,0,0,0,7,0.49,0.343,10.6875
0,0,0,1,1,0,0,0,17,2.89,4.913,8.728125
1,1,0,0,1,0,0,0,24,5.76,13.824,16.921875
0,1,0,0,1,0,0,0,7,0.49,0.343,42.75
0,0,0,1,1,0,0,0,10,1,1,10.1785714285714
1,1,0,0,1,0,0,0,18,3.24,5.832,17.8125
0,1,0,0,1,0,0,0,2,0.04,0.008,12.46875
1,0,0,1,1,0,0,0,17,2.89,4.913,12.46875
1,1,0,0,1,0,0,0,6,0.36,0.216,14.9625
1,0,1,0,1,0,0,0,4,0.16,0.064,19.37715
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,7.5
1,0,1,0,1,0,0,0,11,1.21,1.331,12.3243243243243
0,1,0,0,1,0,0,0,2,0.04,0.008,17.8125
0,1,0,0,1,0,0,0,2,0.04,0.008,8.075
0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,2.72688
1,0,1,0,1,0,0,0,16,2.56,4.096,2.27918571428571
0,0,1,0,1,0,0,0,11.5,1.3225,1.520875,12.46875
0,0,0,1,1,0,0,0,32,10.24,32.768,8.19375
0,1,0,0,1,0,0,0,14,1.96,2.744,4.9875
0,0,1,0,1,0,0,0,6,0.36,0.216,9.04326923076923
0,0,0,1,1,0,0,0,17,2.89,4.913,9.975
0,0,1,0,1,0,0,0,16,2.56,4.096,11.875
0,0,0,1,1,0,0,0,14,1.96,2.744,5.4375
0,1,0,0,1,0,0,0,21,4.41,9.261,13.7019230769231
1,0,1,0,1,0,0,0,12.5,1.5625,1.953125,6.10714285714286
1,1,0,0,1,0,0,0,30,9,27,26.6808510638298
1,1,0,0,1,0,0,0,13,1.69,2.197,10.6875
0,0,0,1,1,0,0,0,15,2.25,3.375,9.2625
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,8.90625
0,0,0,1,1,0,0,0,22,4.84,10.648,8.55
1,0,0,1,1,0,0,0,7,0.49,0.343,6.376875
1,0,1,0,1,0,0,0,4,0.16,0.064,8.53575
1,1,0,0,1,0,0,0,14,1.96,2.744,23.86875
1,1,0,0,1,0,0,0,9,0.81,0.729,11.75625
0,1,0,0,1,0,0,0,11,1.21,1.331,13.5375
0,1,0,0,1,0,0,0,14,1.96,2.744,13.5375
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,10.83
1,1,0,0,1,0,0,0,4,0.16,0.064,19
1,1,0,0,1,0,0,0,3,0.09,0.027,19
0,0,0,1,1,0,0,0,8,0.64,0.512,11.4
1,1,0,0,1,0,0,0,3,0.09,0.027,10.6875
0,1,0,0,1,0,0,0,7,0.49,0.343,12.825
0,1,0,0,1,0,0,0,18,3.24,5.832,11.4
1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,11.875
1,0,0,1,1,0,0,0,14,1.96,2.744,16.03125
0,0,0,1,1,0,0,0,11,1.21,1.331,10.1785714285714
0,1,0,0,1,0,0,0,2,0.04,0.008,8.55
0,1,0,0,1,0,0,0,18,3.24,5.832,21.909375
1,0,0,1,1,0,0,0,7,0.49,0.343,8.90625
1,0,1,0,1,0,0,0,12,1.44,1.728,7.1257125
0,0,0,1,1,0,0,0,8,0.64,0.512,8.90625
0,0,1,0,1,0,0,0,14,1.96,2.744,16.625
0,0,1,0,1,0,0,0,12.5,1.5625,1.953125,12.1125
0,1,0,0,1,0,0,0,2,0.04,0.008,13.5375
0,1,0,0,1,0,0,0,2,0.04,0.008,8.075
0,1,0,0,1,0,0,0,12,1.44,1.728,15.675
1,0,1,0,1,0,0,0,18.5,3.4225,6.331625,11.221875
0,0,0,1,1,0,0,0,30,9,27,15.44985
1,1,0,0,1,0,0,0,6,0.36,0.216,6.27
0,0,0,1,1,0,0,0,7,0.49,0.343,10.875
1,1,0,0,1,0,0,0,16,2.56,4.096,6.5472972972973
0,0,0,1,1,0,0,0,6,0.36,0.216,10.509375
0,0,0,1,1,0,0,0,32,10.24,32.768,7.48125
1,1,0,0,1,0,0,0,13,1.69,2.197,14.25
0,0,0,1,1,0,0,0,8,0.64,0.512,17.8125
1,0,1,0,1,0,0,0,4,0.16,0.064,9.975
1,1,0,0,1,0,0,0,2,0.04,0.008,11.04375
0,0,1,0,1,0,0,0,14.5,2.1025,3.048625,11.0833333333333
1,1,0,0,1,0,0,0,13,1.69,2.197,30.4
0,1,0,0,1,0,0,0,9,0.81,0.729,22.8
1,1,0,0,1,0,0,0,18,3.24,5.832,6.4125
0,1,0,0,1,0,0,0,13,1.69,2.197,19.59375
0,0,1,0,1,0,0,0,6.5,0.4225,0.274625,28.125
1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,16.03125
1,0,0,1,0,1,0,0,10,1,1,6.4125
0,0,1,0,0,1,0,0,21.5,4.6225,9.938375,9.975
0,1,0,0,0,1,0,0,6,0.36,0.216,12.46875
0,0,1,0,0,1,0,0,16.5,2.7225,4.492125,12.9675
0,1,0,0,0,1,0,0,24,5.76,13.824,14.25
1,0,0,1,0,1,0,0,19,3.61,6.859,10.1785714285714
0,0,1,0,0,1,0,0,17.5,3.0625,5.359375,13.18125
1,1,0,0,0,1,0,0,4,0.16,0.064,14.25
1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,11.4
1,0,0,1,0,1,0,0,10,1,1,6.20892857142857
0,0,0,1,0,1,0,0,19,3.61,6.859,13.3
1,0,1,0,0,1,0,0,14,1.96,2.744,17.8125
0,0,1,0,0,1,0,0,27,7.29,19.683,20.6625
0,1,0,0,0,1,0,0,30,9,27,26.71875
0,0,0,1,0,1,0,0,23,5.29,12.167,11.1625
0,1,0,0,0,1,0,0,16,2.56,4.096,18.109375
1,0,0,1,0,1,0,0,13,1.69,2.197,14.25
1,0,0,1,0,1,0,0,23,5.29,12.167,9.375
1,0,1,0,0,1,0,0,10.5,1.1025,1.157625,10.6875
1,0,1,0,0,1,0,0,13.5,1.8225,2.460375,17.45625
1,0,1,0,0,1,0,0,21.5,4.6225,9.938375,11.6590909090909
0,1,0,0,0,1,0,0,6,0.36,0.216,23.15625
1,1,0,0,0,1,0,0,3,0.09,0.027,7.48125
0,1,0,0,0,1,0,0,9,0.81,0.729,17.67
1,1,0,0,0,1,0,0,3,0.09,0.027,14.9625
0,1,0,0,0,1,0,0,11,1.21,1.331,15.4375
0,0,1,0,0,1,0,0,10.5,1.1025,1.157625,12.825
0,0,0,1,0,1,0,0,30,9,27,12.3317307692308
1,1,0,0,0,1,0,0,17,2.89,4.913,13.18125
0,0,1,0,0,1,0,0,7,0.49,0.343,32.41875
0,0,1,0,0,1,0,0,24.5,6.0025,14.706125,20.3571428571429
1,0,0,1,0,1,0,0,30,9,27,21.7708333333333
0,0,0,1,0,1,0,0,21,4.41,9.261,10.5
1,1,0,0,0,1,0,0,5,0.25,0.125,32.775
1,0,0,1,0,1,0,0,19,3.61,6.859,8.90625
1,0,0,1,0,1,0,0,31,9.61,29.791,12.46875
0,1,0,0,0,1,0,0,12,1.44,1.728,21.73125
0,0,1,0,0,1,0,0,14.5,2.1025,3.048625,16.03125
0,0,0,1,0,1,0,0,17,2.89,4.913,12.7340425531915
0,1,0,0,0,1,0,0,3,0.09,0.027,11.04375
1,1,0,0,0,1,0,0,11,1.21,1.331,16.9416666666667
0,1,0,0,0,1,0,0,2,0.04,0.008,12.46875
0,1,0,0,0,1,0,0,3,0.09,0.027,14.25
0,1,0,0,0,1,0,0,20,4,8,30.99375
1,1,0,0,0,1,0,0,2,0.04,0.008,19.59375
0,0,0,1,0,1,0,0,8,0.64,0.512,14.25
1,0,1,0,0,1,0,0,7.5,0.5625,0.421875,16.03125
1,0,0,1,0,1,0,0,12,1.44,1.728,16.3875
0,1,0,0,0,1,0,0,2,0.04,0.008,13.359375
0,1,0,0,0,1,0,0,5,0.25,0.125,12.646875
1,0,1,0,0,1,0,0,24,5.76,13.824,18.525
0,1,0,0,0,1,0,0,4,0.16,0.064,8.90625
1,0,0,1,0,1,0,0,16,2.56,4.096,3.5625
1,1,0,0,0,1,0,0,23,5.29,12.167,61.63125
0,0,1,0,0,1,0,0,5.5,0.3025,0.166375,8.55
1,0,0,1,0,1,0,0,6,0.36,0.216,7.41
0,0,0,1,0,1,0,0,21,4.41,9.261,17.8125
0,0,0,1,0,1,0,0,6,0.36,0.216,11.4
1,1,0,0,0,1,0,0,2,0.04,0.008,11.4
1,1,0,0,0,1,0,0,2,0.04,0.008,11.67075
0,0,0,1,0,1,0,0,10,1,1,9.975
1,0,1,0,0,1,0,0,21,4.41,9.261,22.0875
1,0,1,0,0,1,0,0,10.5,1.1025,1.157625,16.03125
0,0,1,0,0,1,0,0,26.5,7.0225,18.609625,11.6590909090909
0,0,0,1,0,1,0,0,20,4,8,13.18125
0,1,0,0,0,1,0,0,5,0.25,0.125,28.5
0,0,1,0,0,1,0,0,30.5,9.3025,28.372625,13.5375
1,0,1,0,0,1,0,0,5,0.25,0.125,8.55
0,0,1,0,0,1,0,0,6.5,0.4225,0.274625,12.1125
0,0,0,1,0,1,0,0,13,1.69,2.197,6
1,0,1,0,0,1,0,0,27,7.29,19.683,13.125
0,1,0,0,0,1,0,0,3,0.09,0.027,22.8
1,0,1,0,0,1,0,0,5.5,0.3025,0.166375,12.46875
1,0,1,0,0,1,0,0,19.5,3.8025,7.414875,18.525
1,1,0,0,0,1,0,0,5,0.25,0.125,23.15625
1,1,0,0,0,1,0,0,22,4.84,10.648,24.9382125
1,0,0,1,0,1,0,0,31,9.61,29.791,11.75625
0,0,0,1,0,1,0,0,11,1.21,1.331,15.2006333333333
0,0,0,1,0,1,0,0,8,0.64,0.512,18.5257125
0,1,0,0,0,1,0,0,3,0.09,0.027,24.58125
0,0,0,1,0,1,0,0,31,9.61,29.791,23.5132125
1,0,1,0,0,1,0,0,7,0.49,0.343,21.375
1,0,0,1,0,1,0,0,30,9,27,10.545
1,1,0,0,0,1,0,0,13,1.69,2.197,8.892
1,0,0,1,0,1,0,0,10,1,1,11.875
0,0,0,1,0,1,0,0,18,3.24,5.832,8.892
0,0,0,1,0,1,0,0,17,2.89,4.913,8.892
0,0,1,0,0,1,0,0,6.5,0.4225,0.274625,6.33333333333333
0,0,1,0,0,1,0,0,14.5,2.1025,3.048625,12.46875
0,0,0,1,0,1,0,0,26,6.76,17.576,7.81418181818182
1,0,0,1,0,1,0,0,21,4.41,9.261,11.875
0,1,0,0,0,1,0,0,28,7.84,21.952,16.3875
0,0,0,1,0,1,0,0,7,0.49,0.343,17.1
1,1,0,0,0,1,0,0,20,4,8,27.7083333333333
1,0,1,0,0,1,0,0,14.5,2.1025,3.048625,17.8125
0,1,0,0,0,1,0,0,3,0.09,0.027,71.25
0,0,1,0,0,1,0,0,4.5,0.2025,0.091125,7.41
1,0,0,1,0,1,0,0,33,10.89,35.937,12.769425
1,1,0,0,0,1,0,0,28,7.84,21.952,24.225
0,0,0,1,0,1,0,0,9,0.81,0.729,11.04375
1,0,0,1,0,1,0,0,9,0.81,0.729,9.462
1,1,0,0,0,1,0,0,4,0.16,0.064,16.351875
0,1,0,0,0,1,0,0,4,0.16,0.064,28.5
1,0,1,0,0,1,0,0,4.5,0.2025,0.091125,15.31875
0,1,0,0,0,1,0,0,2,0.04,0.008,35.625
1,0,1,0,0,1,0,0,4,0.16,0.064,14.25
1,1,0,0,0,1,0,0,2,0.04,0.008,17.4166666666667
1,0,0,1,0,1,0,0,12,1.44,1.728,12.1125
1,1,0,0,0,1,0,0,5,0.25,0.125,12.825
1,0,1,0,0,1,0,0,8.5,0.7225,0.614125,11.875
0,1,0,0,0,1,0,0,9,0.81,0.729,34.2
0,0,0,1,0,1,0,0,10,1,1,19.59375
0,1,0,0,0,1,0,0,7,0.49,0.343,26.3625
0,0,1,0,0,1,0,0,24.5,6.0025,14.706125,19.665
